URL,Domain,Have_IP,Have_At,URL_Length,URL_Depth,Non-standard_Doubleslash,https_Domain,Shortened_URL,Hyphen_Count,DNS_Record,Comb_5y_interest,Domain_Age,Domain_Active,iFrame,Mouse_Over,Right_Click,Web_Forwards,Label
http://superuser.com/questions/694540/windows-asks-me-for-a-bluetooth-pairing-code-for-my-headset,superuser.com,0,0,97,3,0,0,0,0,1,2041,9940,1,0,0,0,1,0
http://bdnews24.com/bangladesh/2015/05/14/bdnews24.com-journalist-threatened-for-protesting-against-ananta-murder,bdnews24.com,0,0,113,5,0,0,0,0,1,11617,6717,1,1,0,0,1,0
https://codepen.io/anon/embed/QbNqgv?height=300&slug-hash=QbNqgv&default-tab=result&host=http%3A%2F%2Fcodepen.io,codepen.io,0,0,112,3,0,1,0,0,1,9155,3979,1,0,0,0,0,0
http://kakaku.com/pc/note-pc-battery/ranking_0145/pricedown/div-gpt-ad-k/header_text,kakaku.com,0,0,84,6,0,0,0,0,1,8778,8960,1,1,0,0,2,0
http://kienthuc.net.vn/hoi-dap-ve-tuyen-sinh/chon-nguyen-vong-ra-sao-de-co-nhieu-co-hoi-trung-tuyen-462422.html,kienthuc.net.vn,0,0,111,2,0,0,0,0,1,3218,0,2,1,0,1,1,0
http://metro.co.uk/2015/05/10/louis-tomlinson-mocks-naughty-boy-again-twitter-feud-continues-5189904/,metro.co.uk,0,0,101,4,0,0,0,0,1,10798,9666,1,0,0,0,1,0
http://hubpages.com/hub/First-Black-Female-Naval-Officers-Frances-Wills-Harriet-Pickens,hubpages.com,0,0,87,2,0,0,0,0,1,2896,6474,1,0,0,1,2,0
http://tinnhanh360.net/tram-tro-voi-phi-m-truong-vo-cung-hoanh-trang-tri-gia-5-ti-usd.html,tinnhanh360.net,0,0,90,1,0,0,0,0,1,1254,69,1,0,0,0,0,0
http://torcache.net/torrent/AD6D871D2F56EDEEFFBD72635EE87FD6899E197D.torrent?title=[kickass.to]il.settimo.figlio.2015.italian.md.dual.proper.1080p.hc.webrip.x264.ig,torcache.net,0,0,164,2,0,0,0,0,1,1300,4281,1,1,0,0,0,0
http://nesn.com/2015/05/barcelonas-luis-suarez-shakes-mehdi-benatia-with-outrageous-flick-video/,nesn.com,0,0,96,3,0,0,0,0,1,4299,10048,1,1,0,0,1,0
http://stackoverflow.com/questions/25817344/adding-child-nodes-to-childe-nodes-on-treeview-in-vb,stackoverflow.com,0,0,96,3,0,0,0,0,1,8830,6962,1,0,0,0,1,0
http://babal.net/downloads_details/1212/%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D8%AC-%D8%B9%D9%8A%D8%B4-%D8%A7%D9%84%D9%84%D8%AD%D8%B8%D8%A9-%D8%AD17,babal.net,0,0,141,3,0,0,0,0,1,1702,3591,1,0,0,0,0,0
http://torcache.net/torrent/A25DED79C3770EDBEB7C9361353D31D148DD06DB.torrent?title=[kickass.to]maga.maharaju.2015.telugu.dvdscr.mp4.700mb,torcache.net,0,0,137,2,0,0,0,0,1,1300,4281,1,1,0,0,0,0
https://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E5%B7%A8%E4%B9%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2Fw53uAhGyPyVOgCDX+%E5%B7%A8%E4%B9%B3%E7%A4%BE%E9%95%B7%E7%A7%98%E6%9B%B8+%23ero+%23douga+%23agesage,twitter.com,0,0,236,1,0,1,0,0,1,15444,8397,1,0,0,0,0,0
http://indianexpress.com/article/entertainment/bollywood/anushka-sharma-ranbir-kapoors-bombay-velvet-trailer-to-be-out-on-thursday/,indianexpress.com,0,0,131,4,0,0,0,0,1,8096,7547,1,2,2,2,-1,0
https://twitter.com/share?text=%D0%A4%D0%BE%D1%82%D0%BE%D0%BF%D0%BE%D0%B4%D0%B1%D0%BE%D1%80%D0%BA%D0%B0+%D0%B7%D0%B0+29.04.2015&url=http%3A%2F%2Ffishki.net%2Fphoto%2F1517170-fotopodborka-za-29042015.html%2Fgallery-1952324%2F,twitter.com,0,0,224,1,0,1,0,0,1,15444,8397,1,0,0,0,0,0
http://ap.org/Content/AP-In-The-News/2014/Greg-Schreier-named-APs-assistant-regional-editor-for-Southern-US,ap.org,0,0,107,4,0,0,0,0,1,2649,11500,1,1,0,0,4,0
https://instagram.com/oauth/authorize?client_id=d9494686198d4dfeb954979a3e270e5e&redirect_uri=http%3A%2F%2Ficonosquare.com%3FredAftLog%3Dhttp%253A%252F%252Ficonosquare.com%252Ftag%252Fnewyork&response_type=code&scope=likes+comments+relationships,instagram.com,0,0,245,2,0,1,0,0,1,16422,6801,1,0,0,0,3,0
http://kenh14.vn/made-by-me/menu-vua-de-vua-re-khong-so-nau-hong-20150514065324931.chn,kenh14.vn,0,0,86,2,0,0,0,0,1,7582,0,2,0,0,1,1,0
http://sfglobe.com/2015/04/17/a-child-recollects-a-past-life-with-stunning-accuracy/,sfglobe.com,0,0,84,4,0,0,0,0,1,1964,3249,1,0,0,0,1,0
http://torcache.net/torrent/7E503277DDD23B2F260CE63841F37A37E4FCA93A.torrent?title=[kickass.to]vivid.owari.no.seraph.04.db8d313b.mkv,torcache.net,0,0,132,2,0,0,0,0,1,1300,4281,1,1,0,0,0,0
http://torcache.net/torrent/DA3F7F9174C209FFB074204664CDCDFD468FA7BF.torrent?title=[kickass.to]digital.playground.riley.and.friends.dvdrip.mp4,torcache.net,0,0,142,2,0,0,0,0,1,1300,4281,1,1,0,0,0,0
http://mic.com/articles/114178/this-stunning-photo-shows-what-s-happening-in-turkey-right-now,mic.com,0,0,93,3,0,0,0,0,1,1729,10702,1,0,0,0,2,0
http://torcache.net/torrent/AA69518178C8B8DF055161920BB1E85D6C4F21EA.torrent?title=[kickass.to]michael.jackson.itunes.discography.1972.2014.itunes.m4a.h4ckus.glodls,torcache.net,0,0,164,2,0,0,0,0,1,1300,4281,1,1,0,0,0,0
http://tunein.com/radio/Europe-r101217/15480783/ca-pub-1542925551861702/TuneInSearch,tunein.com,0,0,84,5,0,0,0,0,1,5669,9758,1,1,0,0,3,0
http://udn.com/news/story/7239/901222-Pi%E8%A1%8C%E5%8B%95%E9%8C%A2%E5%8C%85%E2%80%A6%E4%BB%8B%E9%9D%A2%E7%B0%A1%E4%BE%BF-%E5%BC%B7%E6%89%93%E5%B0%8F%E5%BE%AE%E5%95%86%E5%AE%B6,udn.com,0,0,176,4,0,0,0,0,1,7851,8896,1,1,0,0,1,0
http://fishki.net/1525386-otzyvy-inostrancev-o-sovetskih-i-rossijskih-voennyh-filmah.html?mode=recent,fishki.net,0,0,101,1,0,0,0,0,1,9623,6826,1,0,0,1,1,0
http://olx.ro/i2/auto-masini-moto-ambarcatiuni/autoturisme/smart/auto-masini-moto-ambarcatiuni/autoturisme/smart,olx.ro,0,0,112,7,0,0,0,0,1,10485,6146,1,0,0,0,4,0
